Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.594085694,0.1011810303,3.00769043,9.462036133,9.92907685
1.598083496,0.07244873047,2.988525391,9.330352783,9.797551525
1.602081299,0.06527709961,2.940643311,9.189086914,9.648365794
1.606079102,0.03894042969,2.89276123,8.992767334,9.446663338
1.610107422,0.01020812988,2.83052063,8.806015015,9.249748736
1.614105225,-0.001770019531,2.782623291,8.688705444,9.12340933
1.618103028,-0.02331542969,2.78024292,8.657577515,9.093071138
1.62210083,-0.04006958008,2.77305603,8.652786255,9.086371954
1.626098633,-0.0352935791,2.768264771,8.717437744,9.146488742
1.630126953,0.0006256103516,2.72756958,8.829956055,9.241631898
1.634124756,0.01977539062,2.69883728,8.952072144,9.350064673
1.638122559,0.02935791016,2.691650391,9.076568604,9.467309086
1.642120362,0.04611206055,2.69644165,9.232192993,9.618020137
1.646118164,0.02456665039,2.70123291,9.359085083,9.741136296
1.650146485,0.05090332031,2.739532471,9.454849243,9.843871368
1.654144287,0.04371643066,2.75151062,9.543441772,9.932270772
1.65814209,0.01499938965,2.77305603,9.574554443,9.968056858
1.662139893,-0.004165649414,2.82572937,9.593719482,10.00121079
1.666168213,-0.001770019531,2.85446167,9.605682373,10.02083272
1.670166016,0.003021240234,2.835296631,9.553009033,9.964883226
1.674163819,-0.01373291016,2.81854248,9.438095093,9.849975091
1.678161621,-0.02571105957,2.84967041,9.325561523,9.751275826
1.682159424,-0.06640625,2.890365601,9.160369873,9.605779474
1.686187744,-0.04725646973,2.909515381,9.026290894,9.483746107
1.690185547,-0.03050231934,2.89994812,8.920944214,9.380505059
1.69418335,-0.02571105957,2.88079834,8.815597534,9.274395938
1.698181153,-0.0209197998,2.87840271,8.748565674,9.209942516
1.702178955,-0.01852416992,2.90713501,8.736587524,9.207591362
1.706207276,-0.01612854004,2.92149353,8.774902344,9.248475319
1.710205078,-0.01852416992,2.93347168,8.820388794,9.295421331
1.714202881,-0.02571105957,3.00289917,8.937698364,9.428707045
1.718200684,-0.02810668945,3.06036377,9.031082153,9.535568218
1.722198487,-0.04725646973,3.13218689,9.136413574,9.658513389
1.726226807,-0.03289794922,3.20401001,9.275283813,9.813136718
1.73022461,0.0078125,3.19682312,9.359085083,9.890005697
1.734222412,0.04371643066,3.22795105,9.454849243,9.990783419
1.738220215,0.04850769043,3.24710083,9.531463623,10.06949927
1.742218018,0.02935791016,3.266265869,9.524276733,10.06882326
1.746246338,0.02217102051,3.27822876,9.416534424,9.970877389
1.750244141,0.005416870117,3.32850647,9.311203003,9.888249897
1.754241944,0.003021240234,3.388366699,9.184310913,9.789412902
1.758239746,0.005416870117,3.39793396,9.098114014,9.711934058
1.762268067,0.02696228027,3.421875,9.052627563,9.677810769
1.766265869,0.06527709961,3.510467529,9.011917114,9.671726498
1.770263672,0.1394958496,3.589477539,9.023895264,9.712594598
1.774261475,0.2017364502,3.613418579,9.102905273,9.795936701
1.778259278,0.2400512695,3.65171814,9.136413574,9.842089361
1.782287598,0.2615966797,3.706787109,9.062194824,9.794492255
1.786285401,0.2903289795,3.824111938,9.033462524,9.81384574
1.790283203,0.3166656494,3.891143799,8.949676514,9.764117313
1.794281006,0.3693389893,3.939025879,8.810806274,9.65829402
1.798278809,0.3741149902,4.015640259,8.762924194,9.646458892
1.802307129,0.3669433594,4.106628418,8.727005005,9.651925235
