Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.374237061,0.1035766602,1.300613403,9.517105103,9.606123718
1.378234864,0.1107635498,1.303009033,9.507522583,9.597035312
1.382232666,0.1203308105,1.312591553,9.500335693,9.591337465
1.386260987,0.1299133301,1.319778442,9.483581543,9.575855653
1.390258789,0.1418914795,1.326950073,9.469207764,9.562783348
1.394256592,0.1514587402,1.341323853,9.454849243,9.550720582
1.398254395,0.15625,1.346115112,9.450057983,9.546729065
1.402282715,0.1586456299,1.350891113,9.430908203,9.528489113
1.406280518,0.1490631104,1.360473633,9.406967163,9.506005445
1.410278321,0.1514587402,1.365264893,9.392593384,9.49250749
1.414276123,0.1466674805,1.370056152,9.383026123,9.483656702
1.418304444,0.1538543701,1.384414673,9.387817383,9.490594837
1.422302246,0.1442718506,1.389205933,9.387817383,9.491144436
1.426300049,0.1466674805,1.408355713,9.378234863,9.484527733
1.430297852,0.1347045898,1.425125122,9.378234863,9.48685491
1.434326172,0.1251220703,1.439483643,9.378234863,9.488891286
1.438323975,0.1155548096,1.434692383,9.390213013,9.499883977
1.442321778,0.1011810303,1.441879272,9.409362793,9.519735375
1.44631958,0.07963562012,1.451446533,9.426116943,9.537542634
1.450347901,0.07484436035,1.453842163,9.433303833,9.544971447
1.454345703,0.0676574707,1.461029053,9.435699463,9.548382469
1.458343506,0.07723999023,1.473007202,9.433303833,9.547928437
1.462341309,0.07484436035,1.484970093,9.430908203,9.547395843
1.466369629,0.06527709961,1.504119873,9.428512573,9.547957218
1.470367432,0.06527709961,1.504119873,9.426116943,9.545591565
1.474365235,0.06527709961,1.511306763,9.406967163,9.527819291
1.478363037,0.07005310059,1.520889282,9.392593384,9.515189022
1.482391358,0.07244873047,1.523284912,9.383026123,9.506146694
1.486389161,0.07963562012,1.542434692,9.373443604,9.499836399
1.490386963,0.09161376953,1.530456543,9.368652344,9.49327852
1.494384766,0.1083679199,1.528060913,9.368652344,9.493069077
1.498413086,0.1227264404,1.537643433,9.375839233,9.501882468
1.502410889,0.1227264404,1.547225952,9.387817383,9.51525539
1.506408692,0.1251220703,1.554397583,9.399780273,9.528256743
1.510406495,0.13230896,1.552017212,9.423721313,9.551585548
1.514434815,0.1299133301,1.554397583,9.445266724,9.573196582
1.518432618,0.1227264404,1.561584473,9.464431763,9.593178641
1.52243042,0.1227264404,1.568771362,9.476394653,9.606152247
1.526428223,0.1251220703,1.566375732,9.485977173,9.615245779
1.530456543,0.1179351807,1.575958252,9.485977173,9.616720649
1.534454346,0.1107635498,1.580734253,9.481185913,9.612693465
1.538452149,0.1155548096,1.590316772,9.471603394,9.604880592
1.542449952,0.09878540039,1.595108032,9.454849243,9.588967744
1.546478272,0.09161376953,1.616653442,9.435699463,9.573629708
1.550476075,0.08442687988,1.623840332,9.409362793,9.548826812
1.554473877,0.07723999023,1.628631592,9.385421753,9.5259933
1.55847168,0.07723999023,1.640594482,9.373443604,9.516247226
1.5625,0.08682250977,1.640594482,9.361480713,9.504546783
1.566497803,0.08682250977,1.642990112,9.349502563,9.493163479
1.570495606,0.08682250977,1.652572632,9.354293823,9.499544588
1.574493409,0.08921813965,1.657348633,9.366256714,9.512177942
1.578491211,0.08442687988,1.662139893,9.373443604,9.520046319
1.582519532,0.08682250977,1.671722412,9.375839233,9.524103911
1.586517334,0.08921813965,1.678909302,9.373443604,9.523032149
1.590515137,0.08921813965,1.686080933,9.371047974,9.521941447
1.59451294,0.09161376953,1.683685303,9.373443604,9.523898061
1.59854126,0.08203125,1.688476562,9.366256714,9.517586199
1.602539063,0.07963562012,1.690872192,9.347106934,9.499147258
1.606536866,0.07723999023,1.698059082,9.335144043,9.488639785
1.610534668,0.07484436035,1.707626343,9.323165894,9.478555358
1.614562989,0.07005310059,1.705245972,9.318374634,9.473377279
1.618560791,0.07484436035,1.707626343,9.315979004,9.471486378
1.622558594,0.08921813965,1.710021973,9.325561523,9.481467858
1.626556397,0.08682250977,1.710021973,9.335144043,9.49087075
1.630584717,0.09638977051,1.714813232,9.366256714,9.522428274
1.63458252,0.09161376953,1.719604492,9.404571533,9.560930834
1.638580323,0.09878540039,1.717208862,9.442871094,9.598248763
1.642578125,0.1083679199,1.717208862,9.473999023,9.628977484
1.646606446,0.1083679199,1.722000122,9.514709473,9.669887506
1.650604248,0.1035766602,1.724395752,9.555404663,9.710305202
1.654602051,0.10597229,1.719604492,9.572158813,9.725970085
1.658599854,0.1107635498,1.729187012,9.588928223,9.744223968
1.662628174,0.1083679199,1.733963013,9.605682373,9.761531908
1.666625977,0.1131591797,1.750732422,9.620056152,9.77871921
1.67062378,0.1083679199,1.760299683,9.634414673,9.794505841
1.674621582,0.1035766602,1.767486572,9.634414673,9.79574821
1.678649903,0.09878540039,1.767486572,9.627227783,9.788630248
1.682647705,0.09399414062,1.774673462,9.620056152,9.782830938
1.686645508,0.09399414062,1.786636353,9.605682373,9.770877044
1.690643311,0.09161376953,1.789031982,9.600891113,9.766582754
